₩,항목,발견된 이슈 및 현상,AI 개발 프롬프트,우선순위,완료여부
424,3D 복셀 스카이 파쿠르 (Voxel Sky Parkour),"공중 부유섬에서 50개의 복셀 발판(점프대, 사라지는 얼음 블록, 슬라임 탄성 블록, 회전 통나무)을 돌파하는 타임어택 플랫포머 점프맵 모드. 물리 기반 점프 역학과 체크포인트 리스폰, 0.01초 단위 밀리초 랭킹 스톱워치 탑재.","Implement 'Voxel Sky Parkour' 3D Platformer Engine (`ParkourPhysicsEngine.js` & `VoxelParkourView.vue`). Create a 3D time-attack obstacle course featuring physics-based jump mechanics (Slime high-bounce, Ice sliding, Disappearing blocks), checkpoint respawning, 3rd-person follow camera, and millisecond-precision leaderboard timers in Three.js.",중간,
425,복셀 배틀그라운드: 픽셀 아일랜드 (Voxel Battlegrounds: Pixel Island),"12인 3D 복셀 부유섬 배틀로얄 서바이벌 게임 모드. 수송선 글라이더 강하, 4종 총기/자원 파밍, 0.05초 신속 엄폐벽/계단 건설, 3단계 원통형 축소 자기장 쉐이더 및 도트 피해, 최후의 1인 생존 승리 및 전설 전리품 지급.","Implement 'Voxel Battlegrounds: Pixel Island' 3D Web Battle Royale Mode (`VoxelRoyaleEngine.js` & `VoxelBattlegroundView.vue`). Build a 128x128 chunk-based voxel island terrain with greedy meshing, 1st/3rd person Pointer Lock controller with glider physics, instant raycast wood fortification building, 3-phase shrinking cylindrical storm zone shader with dot damage, and 12-player alive counter HUD in Three.js.",높음,
426,3D 복셀 던전 크롤러: 그림자의 미궁 (Voxel Dungeon Crawler: Labyrinth of Shadows),"지하 10층 3D 복셀 로그라이크 핵앤슬래시 던전 크롤러 게임 모드. BSP(이진 공간 분할) 무작위 방/복도 지형 생성, 쿼터뷰 3단 콤보 베기/패링/대시 물리, 3지선다 유물 시너지 빌드, 10층 보스 심연의 드래곤 토벌 시 신화급 보상 획득.","Implement 'Voxel Dungeon Crawler: Labyrinth of Shadows' 3D Web Roguelike Game (`VoxelDungeonEngine.js` & `VoxelDungeonView.vue`). Create a procedural BSP dungeon generator using Three.js `THREE.InstancedMesh` with baked ambient occlusion, a quarter-view action controller with 3-hit melee combo strings and dash mechanics, A* pathfinding monster AI, and a 3-choice roguelike artifact synergy system.",높음,
427,3D 복셀 스페이스 오디세이: 성계 개척자 (Voxel Space Odyssey: Star Pioneers),"3D 웹 6자유도(6DoF) 복셀 우주선 비행 시뮬레이터 & 소행성 채굴/우주 도그파이트 액션 게임 모드. 쿼터니언 기반 무중력 관성 비행 물리, 3D 소행성 레이저 실시간 파쇄 및 광물 루팅, 우주 해적 함대 요격 및 유도 어뢰, 우주 정거장 모듈형 함선 증축/커스텀.","Implement 'Voxel Space Odyssey: Star Pioneers' 3D Web 6DoF Space Sim Mode (`VoxelSpaceEngine.js` & `VoxelSpaceOdysseyView.vue`). Use `THREE.Quaternion` for 6DoF zero-g flight physics with inertia dampening, procedural 32x32 destructible voxel asteroid mining via raycast sphere carver, homing torpedo ballistics, and modular ship builder in Three.js.",높음,
428,3D 복셀 좀비 서바이벌: 최후의 요새 (Voxel Zombie Survival: The Last Outpost),"3D 웹 1인칭 복셀 좀비 웨이브 슈터 & 바리케이드 건설 FPS 게임 모드. 창문 5단계 나무판자 실시간 못박기 수리 및 포인트 획득, 20웨이브 좀비 호드/변이체 헤드샷 사격 저지, 맵 확장 및 미스터리 박스 레이건(Ray Gun) 뽑기/팩어펀치 2배 개조.","Implement 'Voxel Zombie Survival: The Last Outpost' 3D Web Wave Shooter Mode (`VoxelZombieEngine.js` & `VoxelZombieSurvivalView.vue`). Build an abandoned night outpost map with `THREE.InstancedMesh`, interactive 5-plank window barricade repair system, A* zombie swarm AI with headshot physics, and 950-point mystery weapon box with Raygun upgrade in Three.js.",높음,
429,3D 복셀 중세 공성전: 철벽의 성채 (Voxel Medieval Siege: Castle of Iron),"3D 대규모 복셀 공성전 & 물리 파괴 시뮬레이터 게임 모드. 공격팀(투석기 각도/장력 조절 화염 바위 발사, 복셀 성벽 실시간 스피어 붕괴, 사다리 거치 및 성문 돌파) vs 방어팀(성벽 위 롱보우 요격, 무너진 성벽 틈새 실시간 석재 블록 보수, 7분간 깃발 수성).","Implement 'Voxel Medieval Siege: Castle of Iron' 3D Web Siege Warfare Mode (`VoxelSiegeEngine.js` & `VoxelMedievalSiegeView.vue`). Create a 64x64 stone castle with projectile impact voxel carving, interactive trebuchet winch ballistics in Cannon-es, real-time defender wall repair raycasting, and 20-unit squad AI in Three.js.",높음,
430,3D 복셀 메카닉 아레나: 강철의 전율 (Voxel Titan Mecha: Steel Vanguard),"3D 웹 복셀 로봇 액션 슈팅 & 커스텀 메카 조립 시뮬레이터 게임 모드. 3D 격납고 5개 부위 파츠 커스텀 조립, 제트 부스터 공중 호버링 및 퀵 부스트 회피 기동, 도심 고층 복셀 빌딩 파괴, 멀티 락온 미사일 및 빔 세이버 스태거 치명타 4vs4 점령전.","Implement 'Voxel Titan Mecha: Steel Vanguard' 3D Web Mech Shooter Mode (`VoxelMechaEngine.js` & `VoxelMechaArenaView.vue`). Build a 3D modular mech hangar assembly engine, jet booster hovering and quick-boost physics, multi-lock homing missile swarms, beam saber trailing shaders, and destructible voxel skyscraper city in Three.js.",높음,
431,3D 복셀 해적선 배틀: 대항해시대의 지배자 (Voxel Pirate Battles: Masters of the High Seas),"3D 웹 복셀 해상 범선 액션 시뮬레이터 & 보물섬 탐험 어드벤처 RPG 게임 모드. Gerstner Wave 바다 쉐이더 및 파도 부력 물리 연산, 풍향/돛 각도 맞춤 항해, 좌/우현 12문 대포 일제 사격 및 복셀 선체 실시간 파쇄, 적선 갈고리 나포 백병전 및 보물지도 발굴.","Implement 'Voxel Pirate Battles: Masters of the High Seas' 3D Web Naval Combat Game (`VoxelPiratesEngine.js` & `VoxelPirateBattlesView.vue`). Build GLSL Gerstner Wave ocean shaders with ship buoyancy physics, wind-aligned sailing mechanics, independent broadside cannon ballistics with hull damage, and procedural treasure island digging in Three.js.",높음,
432,3D 복셀 타워 크래프트: 몬스터 미로 디펜스 (Voxel Tower Craft: Monster Maze Defense),"3D 웹 복셀 미로 건설형 타워 디펜스 & 1인칭 FPS 액션 하이브리드 게임 모드. 3D 복셀 블록으로 지그재그 미로(Mazing) 자유 설계, 미로 벽 위 4종 속성 타워(화염/냉각/테슬라/레일건) 배치, 웨이브 시작 시 1인칭 영웅 시점 진입 직접 사격 지원, 15웨이브 코어 수호.","Implement 'Voxel Tower Craft: Monster Maze Defense' 3D Hybrid Mazing TD Mode (`VoxelTowerDefenseEngine.js` & `VoxelTowerCraftView.vue`). Build a real-time A* dynamic mazing engine on 32x32 grid with path ribbon visualization, 4 turret mount systems, and seamless 1st-person shooter transition with rifle/grenade support in Three.js.",높음,
433,3D 복셀 에이스 파이터: 창공의 발키리 (Voxel Ace Fighter: Valkyrie in the Sky),"3D 웹 복셀 초고속 전투기 비행 슈팅 & 도그파이트 게임 모드. 3D 배럴 롤(Barrel Roll) 회피 기동 및 부스터 애프터버너, 전방 기관포 히트스캔 사격 및 4중 락온 유도 미사일 궤적, 구름 협곡 절차적 비행 코스, 공중 거대 요새 레비아탄 다단계 코어 파괴 보스전.","Implement 'Voxel Ace Fighter: Valkyrie in the Sky' 3D Web Flight Shooter Mode (`VoxelFlightEngine.js` & `VoxelAceFighterView.vue`). Create a Three.js 3D jet fighter flight model supporting barrel roll evasions (double-tap A/D), afterburner boost physics, 4-target locking homing missiles using cubic bezier curves, and a massive multi-part voxel aerial boss battleship in WebGL.",높음,
434,3D 복셀 스노우보드 익스트림: 알프스 다운힐 (Voxel Snowboard Extreme: Alpine Downhill),"3D 웹 복셀 스노우보드 다운힐 레이싱 & 익스트림 스턴트 트릭 게임 모드. 경사면 중력 가속도 및 카빙 물리, 공중 360° 백플립/테일그랩 트릭 콤보 및 부스터 게이지 충전, 통나무/철제 레일 그라인딩 및 완벽 착지(Perfect Landing) 슈퍼 부스터, 8인 레이스 결승선 1위 골인.","Implement 'Voxel Snowboard Extreme: Alpine Downhill' 3D Web Racing Game (`VoxelSnowboardEngine.js` & `VoxelSnowboardView.vue`). Create a 2000m downhill snow mountain track with pine trees/rail obstacles in Three.js, surface-normal raycast gravity physics with carving dynamics, arrow-key mid-air stunt trick combos with landing angle checks, and 8-player racer bot AI.",높음,
435,3D 복셀 딥 시 오디세이: 아틀란티스의 심연 (Voxel Deep Sea Odyssey: Abyss of Atlantis),"3D 웹 복셀 심해 탐사 잠수정 시뮬레이터 & 수중 채굴 / 해저 괴수 배틀 어드벤처 게임 모드. 수심 0~1000m 심해 잠항 및 산소/수압/배터리 게이지 관리, 볼류메트릭 서치라이트 및 복셀 해저 동굴 크리스탈 채굴, 3D 소나 핑 음파 탐지 및 거대 크라켄 어뢰 교전, 고대 코어 회수.","Implement 'Voxel Deep Sea Odyssey: Abyss of Atlantis' 3D Web Submarine Game (`VoxelDeepSeaEngine.js` & `VoxelDeepSeaView.vue`). Build depth-dependent volumetric underwater fog with dual spotlight shaders, Archimedes submarine buoyancy physics in Cannon-es, procedural voxel trench caves, and interactive 3D sonar pulse scanwaves in Three.js.",높음,
436,3D 복셀 사이버 닌자: 네온 섀도우 (Voxel Cyber Ninja: Neon Shadow),"3D 웹 1인칭/3인칭 파쿠르 스텔스 암살 & 하이퍼 카타나 액션 게임 모드. 네온 복셀 빌딩 벽타기(Wall-Run) 및 그래플링 훅 와이어 견인, 카타나 총알 반사 패링(Bullet Deflection), 0.5배속 불릿타임 및 3연속 블링크 참격 암살, 코어 해킹 탈출.","Implement 'Voxel Cyber Ninja: Neon Shadow' 3D Web Parkour Assassin Mode (`VoxelNinjaEngine.js` & `VoxelCyberNinjaView.vue`). Build wall-running physics with 15-degree camera roll, katana bullet deflection raycasting within 0.2s parry window, grappling hook wire springs, and multi-target blink assassination in Three.js.",높음,
437,3D 복셀 몬스터 팔 아일랜드: 픽셀 테이머즈 (Voxel Monster Isle: Pixel Tamers),"3D 웹 복셀 몬스터 포획/육성 & 오픈월드 생존 제작 RPG 게임 모드. 30종 야생 몬스터 약화 후 테이밍 큐브 포물선 투척 포획, 지상/공중 몬스터 직접 탑승(Riding) 기동 전투, 몬스터 거점 배치 자동 채굴/벌목/농경 생산, 타워 보스 피닉스 토벌.","Implement 'Voxel Monster Isle: Pixel Tamers' 3D Web Monster Survival Mode (`VoxelTamersEngine.js` & `VoxelMonsterIsleView.vue`). Build a 3D parabolic cube throwing physics with 3-shake catch rate calculation, mounted riding physics for ground/flying mounts, and automated base worker AI based on elemental traits in Three.js.",높음,
438,3D 복셀 래프트 서바이벌: 표류자의 바다 (Voxel Raft Survival: Ocean Drifter),"3D 웹 복셀 해상 뗏목 생존 제작 & 해양 표류 샌드박스 RPG 게임 모드. 2x2 뗏목에서 갈고리 투척 부유물 파밍, 뗏목 20x20 확장 및 2층 수상 가옥 건축, 정수기/그릴 생존, 뗏목을 무는 식인 상어 창 찌르기 격퇴 및 산호초 다이빙.","Implement 'Voxel Raft Survival: Ocean Drifter' 3D Web Ocean Crafting Game (`VoxelRaftEngine.js` & `VoxelRaftSurvivalView.vue`). Build an endless ocean buoyancy plane with Gerstner waves, parabolic hook throwing and reel-in physics, grid-snapped voxel raft expansion, and hostile shark biting AI in Three.js.",높음,
439,3D 복셀 슈퍼 스매시 파티: 넉아웃 아레나 (Voxel Super Smash Party: Knockout Arena),"3D 웹 복셀 대난투 파티 액션 & 장외 넉아웃 물리 서바이벌 게임 모드. 8인 아레나 난투, 누적 데미지%(0%➔300%) 비례 가속 넉백 물리, 기 모으기 스매시 강타로 적 장외(Ring-Out) 날리기, 2단 점프/상승 어퍼컷 절벽 복귀, 바닥 붕괴 아레나.","Implement 'Voxel Super Smash Party: Knockout Arena' 3D Web Brawler Game (`VoxelSmashEngine.js` & `VoxelSmashPartyView.vue`). Build a 32x32 floating voxel arena with ring-out triggers, damage-percent scaled knockback physics in Cannon-es, charged smash launches, and shrinking dynamic falling floor hazards in Three.js.",높음,
440,3D 복셀 픽셀 오버쿡드: 광란의 주방 대소동 (Voxel Pixel Overcooked: Kitchen Frenzy),"3D 웹 복셀 주방 협동 요리 파티 액션 & 타임어택 서빙 시뮬레이터 게임 모드. 주문서 큐 관리, 도마 칼질/프라이팬 조리/플레이팅, 식재료 공중 패스 던지기(Throw & Catch), 프라이팬 화재 발생 시 소화기 진화, 싱크대 설거지 순환.","Implement 'Voxel Pixel Overcooked: Kitchen Frenzy' 3D Web Co-op Cooking Game (`VoxelKitchenEngine.js` & `VoxelKitchenFrenzyView.vue`). Build a workstation grid tracking ingredient state transitions, parabolic food tossing physics with catch hitboxes, fire hazard timers with extinguisher cones, and dynamic order ticket queue in Three.js.",높음,
441,3D 복셀 롤링 히어로: 슈퍼 볼 롤러 (Voxel Rolling Hero: Super Ball Roller),"3D 웹 복셀 구체 롤링 플랫포머 & 중력 틸팅 아케이드 물리 게임 모드. 영웅 탑승 유리 구체 각속도 토크 회전 및 점프 바운스, 360° 수직 루프 및 시소 발판 돌파, 3종 파워업 변신(강철볼/자석볼/깃털볼), 60초 타임어택 골인.","Implement 'Voxel Rolling Hero: Super Ball Roller' 3D Web Physics Platformer Mode (`VoxelRollingEngine.js` & `VoxelRollingHeroView.vue`). Build a sphere rigid body with torque rolling physics and gyro-stabilized inner hero avatar in Three.js, 3D spline Catmull-Rom tracks with 360-degree loops, and power-up sphere state machines.",높음,
442,3D 복셀 프롭 헌트: 숨바꼭질 대소동 (Voxel Prop Hunt: Hide & Seek Frenzy),"3D 웹 비대칭 복셀 사물 변신 숨바꼭질 & 탐색 슈터 파티 게임 모드. 5인의 숨는 팀(맵의 3D 사물로 복제 변신, 위치 고정, 30초 도발 음성) vs 3인의 헌터(샷건 사격, 진짜 사물 사격 시 오발 자해 -10HP 페널티, 색출 3분 라운드).","Implement 'Voxel Prop Hunt: Hide & Seek Frenzy' 3D Web Asymmetrical Party Game (`VoxelPropHuntEngine.js` & `VoxelPropHuntView.vue`). Build a 3D raycast prop morphing engine that dynamically resizes player bounding boxes, hunter shotgun misfire self-damage penalty logic, and 3D spatial audio taunts in Three.js.",높음,
